2024-07-16 21:30:12,513: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-16 21:30:14,014: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-16 21:30:14,014: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-16 21:30:14,015: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-16 21:30:14,016: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-16 21:30:14,017: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-07-16 21:30:14[0m
2024-07-16 21:30:14,018: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,375: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,861: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-07-16 21:30:15,864: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-07-16 21:30:15[0m
2024-07-16 21:30:15,864: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:30:15,864: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,866: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-16 21:30:15,866: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-16 21:30:15,866: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106.0 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-07-16 21:30:15,869: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-07-16 21:30:15,871: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-16 21:30:15,871: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-16 21:30:15,873: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-07-16 21:30:15,873: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:30:15,873: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,874: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:30:15,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:30:15,875: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
