2024-07-16 21:26:49,000: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-07-16 21:26:52,292: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-16 21:26:52,295: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-07-16 21:26:52,298: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-16 21:26:52,298: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-07-16 21:26:52,302: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-07-16 21:26:52[0m
2024-07-16 21:26:52,303: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:26:53,732: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,937: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-07-16 21:27:43,953: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-07-16 21:27:43[0m
2024-07-16 21:27:43,954: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:27:43,954: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,957: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,959: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-16 21:27:43,959: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-16 21:27:43,960: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106.0 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-07-16 21:27:43,975: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-07-16 21:27:43,982: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-16 21:27:43,982: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-16 21:27:43,988: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-07-16 21:27:43,989: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:27:43,989: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,991: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,992: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:27:43,992: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,994: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:43,998: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:27:43,998: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:44,002: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:44,003: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-07-16 21:27:44,004: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:44,008: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-16 21:27:44,011: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
