2024-05-12 15:13:28,061: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-05-12 15:13:29,431: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-12 15:13:29,431: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-12 15:13:29,432: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-12 15:13:29,432: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-12 15:13:29,434: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-05-12 15:13:29[0m
2024-05-12 15:13:29,434: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 10 SPY buy | with status new[0m
2024-05-12 15:13:29,440: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-05-12 15:13:29[0m
2024-05-12 15:13:29,440: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-05-12 15:13:29,440: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 15:13:30,678: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 15:13:30,679: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 10 SPY buy | at price $469.49 with status fill[0m
2024-05-12 15:13:30,682: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-05-12 15:13:30,683: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-12 15:13:30,683: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-12 15:13:30,685: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-05-12 15:13:30,687: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-12 15:13:30,688: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-12 15:13:30,688: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-05-12 15:13:30,689: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-12 15:13:30,689: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 15:13:30,690: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 15:13:30,691: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-12 15:13:30,692: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
