time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-11-14 09:30:00-05:00,MLTrader,f1d51b129e23410d950d0cec553f320c,SPY,sell,stop,fill,1,day,0.0,1,stock,446.32000732421875,114.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,95f426af0f594093bcac6c76dbfbf6bf,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,95f426af0f594093bcac6c76dbfbf6bf,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,112.0,0.0
2023-11-22 09:30:00-05:00,MLTrader,218224c0d5bf4d5495168f6e27f856e8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-22 09:30:00-05:00,MLTrader,218224c0d5bf4d5495168f6e27f856e8,SPY,buy,market,fill,1,gtc,0.0,1,stock,454.9800109863281,56.0,0.0
2023-11-27 09:30:00-05:00,MLTrader,f9cda584618f4f60829b55ae77e3091e,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,06c76b1faa194f17a7df953bab560b78,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,8eb0b0ad418b47f0b1ab60c7108e3855,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,85e46298ba5c4736b404f11686ba466b,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,b63bc62dca0e4144ad0a5c2a0d1271be,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,ad27fe9336f64a7a80d837e9b1c5cc56,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,b63bc62dca0e4144ad0a5c2a0d1271be,SPY,sell,market,fill,1,day,0.0,1,stock,454.6499938964844,168.0,0.0
2023-11-27 09:30:00-05:00,MLTrader,ad27fe9336f64a7a80d837e9b1c5cc56,SPY,buy,market,fill,1,gtc,0.0,1,stock,454.6499938964844,28.0,0.0
2023-11-28 09:30:00-05:00,MLTrader,1cd6aa5b57914da1a35ac27fcd5ee34f,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-11-28 09:30:00-05:00,MLTrader,0479725cf18543f88fa7fd9499686c34,SPY,sell,stop,fill,1,day,0.0,1,stock,454.0799865722656,28.0,0.0
2023-12-22 09:30:00-05:00,MLTrader,b7becb967f3d40ab9915741ea02b16f8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-12-22 09:30:00-05:00,MLTrader,b7becb967f3d40ab9915741ea02b16f8,SPY,buy,market,fill,1,gtc,0.0,1,stock,473.8599853515625,107.0,0.0
2023-12-23 09:30:00-05:00,MLTrader,8bb3cb34ed2641d89f987046e64024d5,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-12-23 09:30:00-05:00,MLTrader,c93b67c995b04e01aead8a32e7b6e7fb,SPY,sell,stop,fill,1,day,0.0,1,stock,473.8599853515625,107.0,0.0
